timestamp,px,py,pz,vx,vy,vz,q0,q1,q2,q3
2026-08-09 07:59:46+00:00,3337.6835099712,-3690.8493553929,-4674.8920592909,2.4688343965,-4.7070801424,5.4849656794,-0.128807259,-0.3754228235,-0.444110672,0.8032634095
2026-08-09 07:59:56+00:00,3362.1627699016,-3737.6886082322,-4619.7504069839,2.426959542,-4.6606504484,5.5432238076,-0.131303148,-0.3799458855,-0.4433740145,0.801136749
2026-08-09 08:00:06+00:00,3386.2217310218,-3784.060615106,-4564.029626551,2.3847772558,-4.6136336488,5.6007925701,-0.133765887,-0.3844193895,-0.442630214,0.799003701
2026-08-09 08:00:16+00:00,3409.8573591844,-3829.9595467484,-4507.7366274957,2.342292744,-4.5660354956,5.6576646348,-0.1362610145,-0.388905982,-0.441862229,0.7968330085
2026-08-09 08:00:26+00:00,3433.066653368,-3875.3796161271,-4450.878419336,2.2995112685,-4.5178618397,5.7138327232,-0.1387289335,-0.3933574765,-0.441086736,0.7946487715
2026-08-09 08:00:36+00:00,3455.8466624391,-3920.315089449,-4393.4620910848,2.256438137,-4.4691186129,5.7692896336,-0.141179405,-0.3977870125,-0.4403060935,0.792442056
2026-08-09 08:00:46+00:00,3478.1945094046,-3964.7603117769,-4335.4947704547,2.2130786773,-4.419811795,5.8240282845,-0.1436376925,-0.402190625,-0.4395243675,0.790208355
2026-08-09 08:00:56+00:00,3500.1073513534,-4008.709671865,-4276.9836856828,2.1694382736,-4.3699474654,5.8780416506,-0.1461183405,-0.406619814,-0.438702289,0.787940391
2026-08-09 08:01:06+00:00,3521.5824005311,-4052.1576219811,-4217.9361317062,2.1255223465,-4.3195317739,5.9313227959,-0.148566744,-0.4110492935,-0.437881802,0.7856372755
2026-08-09 08:01:16+00:00,3542.6169399678,-4095.0986867882,-4158.3594489802,2.0813363414,-4.2685709242,5.9838648975,-0.1510052495,-0.4154160035,-0.4370471025,0.7833369575
2026-08-09 08:01:26+00:00,3563.2082922337,-4137.5274453012,-4098.2610661053,2.0368857516,-4.2170712091,6.035661202,-0.1534455505,-0.4197818555,-0.436194129,0.781007259
2026-08-09 08:01:36+00:00,3583.3538316449,-4179.4385329728,-4037.6484884973,1.992176114,-4.1650390012,6.0867050368,-0.1558828815,-0.4241454865,-0.435318101,0.778652223
2026-08-09 08:01:46+00:00,3603.0510076761,-4220.8266667936,-3976.5292529072,1.9472129796,-4.1124807143,6.1369898542,-0.1583318265,-0.4285140705,-0.434447815,0.7762485555
2026-08-09 08:01:56+00:00,3622.2973072322,-4261.6866133566,-3914.9109930148,1.9020019541,-4.0594028596,6.1865091704,-0.1607511305,-0.432852954,-0.433544379,0.7738453755
2026-08-09 08:02:06+00:00,3641.0902750916,-4302.0132083052,-3852.8014014363,1.8565486739,-4.0058120127,6.2352565983,-0.163169483,-0.4371717595,-0.432630304,0.771419207
2026-08-09 08:02:16+00:00,3659.4275261221,-4341.8013584034,-3790.2082160541,1.8108587992,-3.9517148026,6.2832258634,-0.165595375,-0.441464676,-0.431728811,0.768958611
2026-08-09 08:02:26+00:00,3677.3067189276,-4381.0460329801,-3727.139254126,1.7649380322,-3.8971179406,6.3304107712,-0.168007886,-0.4457800585,-0.430776214,0.7664759245
2026-08-09 08:02:36+00:00,3694.7255676033,-4419.7422652063,-3663.6024001028,1.7187921124,-3.84202821,6.3768052181,-0.170412303,-0.4500414635,-0.4298390465,0.763976912
2026-08-09 08:02:46+00:00,3711.681860128,-4457.8851678618,-3599.6055689448,1.6724267913,-3.7864524344,6.4224032235,-0.1728169425,-0.4543016925,-0.4288804005,0.761449853
2026-08-09 08:02:56+00:00,3728.1734263547,-4495.4699118237,-3535.1567639017,1.62584787,-3.7303975279,6.467198882,-0.175202923,-0.4585759175,-0.4279013075,0.7588890135
2026-08-09 08:03:06+00:00,3744.1981528348,-4532.4917340907,-3470.2640527745,1.5790611842,-3.6738704743,6.5111863823,-0.177607399,-0.462810398,-0.4269206135,0.7563074355
2026-08-09 08:03:16+00:00,3759.7540032101,-4568.9459590704,-3404.9355185642,1.5320725707,-3.6168782847,6.5543600458,-0.1799911805,-0.4670480295,-0.4259276455,0.7536942045
2026-08-09 08:03:26+00:00,3774.838981591,-4604.8279653407,-3339.1793418566,1.4848879227,-3.5594280686,6.5967142647,-0.182375972,-0.4712605415,-0.424909598,0.751068799
2026-08-09 08:03:36+00:00,3789.4511525064,-4640.1332060837,-3273.003753172,1.4375131572,-3.5015269928,6.6382435362,-0.1847427525,-0.4754405565,-0.423886015,0.7484297155
2026-08-09 08:03:46+00:00,3803.5886538799,-4674.8572137831,-3206.4170107868,1.3899542016,-3.443182262,6.6789424804,-0.1871081035,-0.479623645,-0.422854246,0.7457519715
2026-08-09 08:03:56+00:00,3817.2496698768,-4708.9955880433,-3139.4274493705,1.3422170241,-3.3844011615,6.7188058044,-0.1894704985,-0.483770425,-0.4217921375,0.7430736835
2026-08-09 08:04:06+00:00,3830.432442265,-4742.5439960869,-3072.0434670437,1.2943076268,-3.3251910452,6.7578283124,-0.191851457,-0.487955682,-0.4207228185,0.740327347
2026-08-09 08:04:16+00:00,3843.1352888881,-4775.4981916216,-3004.2734739866,1.2462320101,-3.2655592917,6.79600494,-0.1941949775,-0.492092823,-0.419637173,0.7375890505
2026-08-09 08:04:26+00:00,3855.3565727609,-4807.8539919475,-2936.1259662158,1.1979962227,-3.2055133679,6.8333307068,-0.1965411025,-0.496210869,-0.418544343,0.73482447
2026-08-09 08:04:36+00:00,3867.0947185747,-4839.6072921536,-2867.6094832103,1.1496063326,-3.1450607925,6.8698007412,-0.198866406,-0.50029506,-0.4174508795,0.7320462885
2026-08-09 08:04:46+00:00,3878.3482235653,-4870.7540653108,-2798.7325920999,1.1010684171,-3.0842091218,6.9054102937,-0.2012000755,-0.5043951085,-0.416324144,0.729231315
2026-08-09 08:04:56+00:00,3889.1156348467,-4901.2903597092,-2729.5039236262,1.0523885856,-3.0229659816,6.9401547125,-0.203529365,-0.508451079,-0.4152060795,0.726400172
2026-08-09 08:05:06+00:00,3899.3955586186,-4931.2122941133,-2659.9321684418,1.0035729792,-2.9613390635,6.9740294471,-0.205851624,-0.5125168065,-0.41404209,0.7235473585
2026-08-09 08:05:16+00:00,3909.1866765101,-4960.5160739589,-2590.0260238283,0.9546277323,-2.8993360785,7.0070300789,-0.208168057,-0.516573428,-0.412877701,0.720659391
2026-08-09 08:05:26+00:00,3918.4877194736,-4989.197977613,-2519.794257625,0.9055590169,-2.8369648126,7.039152285,-0.2104687065,-0.52059624,-0.411712737,0.717756993
2026-08-09 08:05:36+00:00,3927.297478831,-5017.25435695,-2449.2456920209,0.8563730327,-2.7742331134,7.0703918481,-0.212777859,-0.5246061315,-0.4105181745,0.7148348185
2026-08-09 08:05:46+00:00,3935.6148210874,-5044.6816510241,-2378.3891518746,0.8070759693,-2.7111488437,7.1007446828,-0.215098641,-0.5286035235,-0.409320172,0.711876314
2026-08-09 08:05:56+00:00,3943.4386631764,-5071.4763740434,-2307.2335296741,0.7576740522,-2.6477199389,7.1302068031,-0.2173403855,-0.5325651825,-0.408114886,0.708928574
2026-08-09 08:06:06+00:00,3950.7679831863,-5097.6351155279,-2235.7877690599,0.7081735321,-2.5839543934,7.1587743309,-0.219659052,-0.5365454925,-0.4068616105,0.7059266715
2026-08-09 08:06:16+00:00,3957.601834046,-5123.1545525724,-2164.0608123723,0.6585806465,-2.5198602125,7.1864435204,-0.221949313,-0.540514891,-0.40563057,0.702884056
2026-08-09 08:06:26+00:00,3963.9393201612,-5148.0314395687,-2092.0616665556,0.6089016669,-2.4554454718,7.2132107284,-0.224205315,-0.544419584,-0.404395113,0.6998599045
2026-08-09 08:06:36+00:00,3969.7796076058,-5172.2626070845,-2019.7993890231,0.559142889,-2.390718305,7.239072421,-0.2264523195,-0.5483198775,-0.4031189615,0.6968211835
2026-08-09 08:06:46+00:00,3975.1219376549,-5195.844976963,-1947.283021559,0.5093105855,-2.3256868441,7.2640252003,-0.2286923285,-0.552202371,-0.4018505655,0.693749583
2026-08-09 08:06:56+00:00,3979.9656026857,-5218.7755444647,-1874.5216855714,0.4594110731,-2.2603593042,7.2880657679,-0.2309705205,-0.556100711,-0.4005548445,0.690623222
2026-08-09 08:07:06+00:00,3984.3099590411,-5241.0513901656,-1801.5245262241,0.4094506747,-2.1947439349,7.3111909447,-0.233198408,-0.5599447125,-0.3992581695,0.6875124255
2026-08-09 08:07:16+00:00,3988.1544357435,-5262.6696769571,-1728.3006976627,0.359435706,-2.1288490056,7.3333976781,-0.2354123175,-0.563774947,-0.3979615225,0.684372323
2026-08-09 08:07:26+00:00,3991.4985158675,-5283.6276522906,-1654.8594018824,0.3093725055,-2.0626828406,7.3546830272,-0.2376754435,-0.5676249825,-0.39660786,0.6811860745
2026-08-09 08:07:36+00:00,3994.3417453966,-5303.9226430106,-1581.2098846102,0.259267431,-1.9962538163,7.3750441653,-0.2398796125,-0.5714211305,-0.3952877125,0.6779994745
2026-08-09 08:07:46+00:00,3996.6837435486,-5323.5520640309,-1507.3613783652,0.2091268179,-1.9295703086,7.3944783972,-0.2420939475,-0.575229235,-0.3939114005,0.6747856375
2026-08-09 08:07:56+00:00,3998.5241838015,-5342.5134134715,-1433.3231706455,0.1589570292,-1.8626407546,7.4129831393,-0.2443058285,-0.578991161,-0.392562197,0.6715495655
2026-08-09 08:08:06+00:00,3999.8628031946,-5360.8042710985,-1359.1045866014,0.1087644427,-1.7954736381,7.4305559245,-0.2464732755,-0.582727931,-0.3911951615,0.668315366
2026-08-09 08:08:16+00:00,4000.6994112761,-5378.42230468,-1284.7149342273,0.0585554108,-1.7280774384,7.4471944172,-0.248666371,-0.5864669455,-0.3898109695,0.6650330565
2026-08-09 08:08:26+00:00,4001.0338726537,-5395.365266974,-1210.1635731186,0.008336311,-1.6604606928,7.4628963957,-0.2508500825,-0.59016839,-0.388407049,0.6617518205
2026-08-09 08:08:36+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:08:46+00:00,4000.1961413053,-5427.2174085238,-1060.6132784774,-0.09210656,-1.524599878,7.491482528,-0.255191727,-0.59755516,-0.385579067,0.6550830455
2026-08-09 08:08:56+00:00,3999.0240049095,-5442.122521594,-985.6331383571,-0.1423175857,-1.4563730081,7.504362853,-0.2573174935,-0.601195192,-0.384144149,0.651755569
2026-08-09 08:09:06+00:00,3997.3498270837,-5456.3444274275,-910.5289279428,-0.192513149,-1.3879600389,7.5162989959,-0.259480665,-0.6048443525,-0.382690612,0.648367943
2026-08-09 08:09:16+00:00,3995.1737989698,-5469.881308028,-835.3100735687,-0.2426868876,-1.3193696254,7.5272893503,-0.2616150865,-0.608462045,-0.3812284335,0.6449778045
2026-08-09 08:09:26+00:00,3992.4961681657,-5482.7314336564,-759.9860461835,-0.2928324184,-1.2506104733,7.5373324285,-0.2637553915,-0.612102552,-0.379747594,0.641525778
2026-08-09 08:09:36+00:00,3989.3172468219,-5494.8931599579,-684.5663436368,-0.3429433511,-1.181691325,7.5464268649,-0.2658817245,-0.615666377,-0.378277248,0.6380972845
2026-08-09 08:09:46+00:00,3985.637416866,-5506.3649296814,-609.0604349362,-0.3930133304,-1.1126209067,7.5545714217,-0.268006511,-0.61922729,-0.3767789215,0.634639833
2026-08-09 08:09:56+00:00,3981.457117273,-5517.1452753104,-533.477830105,-0.4430359824,-1.0434079925,7.5617649824,-0.2701054495,-0.6227802565,-0.375268503,0.6311587355
2026-08-09 08:10:06+00:00,3976.7768517405,-5527.2328157502,-457.8280623911,-0.4930049288,-0.9740613891,7.5680065535,-0.2722036165,-0.6262830205,-0.373766821,0.627672791
2026-08-09 08:10:16+00:00,3971.5971926524,-5536.6262564817,-382.1206323785,-0.5429138295,-0.9045898836,7.5732952685,-0.2742866215,-0.6297934605,-0.372229446,0.6241572605
2026-08-09 08:10:26+00:00,3965.9187699602,-5545.3243940877,-306.3650780038,-0.5927563278,-0.8350023069,7.5776303835,-0.2763713735,-0.6332835165,-0.3706905755,0.6206120755
